,text,target,sender,link,hostile,If hostile is it directed ?,group,id
3860,"@RepMattGaetz you seriously threaten that mans family on twitter and deleted it, like nobody saw it.  Your ass is done.. Dumb as hell",RepMattGaetz,tswofford,https://twitter.com/statuses/1101116777252167680,1,1,0,1101116777252167680
3861,@tittycereal ur not underage retard stfu,tittycereal,LoliGotPOPPED,https://twitter.com/statuses/1105531824808300544,1,1,11,1105531824808300544
3862,@BrandomCarl @venmo4feet The fuck...,BrandomCarl,SonOfGodAndMan,https://twitter.com/statuses/1100075151092260864,0,0,1,1100075151092260864
3863,@TheDredgeLine @The_VBK @jwill5893 Holy shit how did I type that in?????,TheDredgeLine,tapzsf,https://twitter.com/statuses/1095173649936666625,0,0,11,1095173649936666625
3864,"@licensed_TOill I was done when nigga said “idc if you say nigga, I got white friends” https://t.co/TFOHcrf3s8",licensed_TOill,Indiana7Jones,https://twitter.com/statuses/1105178105583468544,1,0,11,1105178105583468544
3865,@thankyoumelfis nigga send me a pack!!! I need u on the album!!!!!,thankyoumelfis,pirelliblade,https://twitter.com/statuses/1105177414609575941,0,0,11,1105177414609575941
3866,@CaldyGaming And you literally don’t care about your fans lol. Upload already twat,CaldyGaming,samluckini,https://twitter.com/statuses/1099729520863727618,1,1,10,1099729520863727618
3867,"@SkyNewsBreak Shame on you for sensationalizing this story. If she had stayed and terrorized and helped to rape, kidnap and torture thousands of women in England the story would be different. The Kurdish, Christian and Yezidi VICTIMS deserve their voice! SHE helped to murder and rape them!",SkyNewsBreak,Dr_HawzhinAzeez,https://twitter.com/statuses/1097262102220222465,0,0,0,1097262102220222465
3868,@kingkilla614 I wouldn’t of even got her ass shit she got a good one 😂💯,kingkilla614,2_murda,https://twitter.com/statuses/1096425509339234311,1,0,1,1096425509339234311
3869,@kickarseHD Like when a teacher sends someone out and they refuse to go -  everyone ends up looking a twat,kickarseHD,MonkeyTeam,https://twitter.com/statuses/1099746513092268038,1,0,10,1099746513092268038
3870,@JosephJones24 You don’t want to know how much that cunt has cost me falling twice at the last when a fucking field clear,JosephJones24,marcflush1,https://twitter.com/statuses/1105586145113620481,1,0,11,1105586145113620481
3871,@Olangolay @EuTwistedFate @lolYisus @RAVAGEZZZ here you go you white nigga https://t.co/giicdFgzsc,Olangolay,McGreedyx,https://twitter.com/statuses/1105259259728678913,1,1,1,1105259259728678913
3872,@h2gkmo @PopCrave @Beyonce shit! U SNAPPED,h2gkmo,martintintin,https://twitter.com/statuses/1095185699446362112,1,1,0,1095185699446362112
3873,@kasoran 仕事が終わらなくて、ようやく今向かってますが、SEX MACHINEGUNSは厳しそうです😭,kasoran,uzk12,https://twitter.com/statuses/1095608089577836544,1,1,11,1095608089577836544
3874,@OH_SoThatsBRE Literally. Dumb ass nigga bitches.,OH_SoThatsBRE,ArrianaBey,https://twitter.com/statuses/1105582333216935938,1,1,11,1105582333216935938
3875,@SouthernRailUK that worker is a disgusting cunt you should be embarrassed,SouthernRailUK,Myers_mcfc,https://twitter.com/statuses/1099949153289990145,1,0,0,1099949153289990145
3876,@justnillavvs bitch i hate you LMAOOO😂,justnillavvs,MAJESTYKOUTURE,https://twitter.com/statuses/1099704491383947266,0,0,11,1099704491383947266
3877,@16troy1 @Tymmie2x @sicksteen_216 Lmaoooo nigga went full Kareem! 😂😂,16troy1,drewcoldworld,https://twitter.com/statuses/1100092755076960256,0,0,11,1100092755076960256
3878,@Freakinn_Awsome Ik bro but nigga lemme see 😂,Freakinn_Awsome,barifolarin,https://twitter.com/statuses/1105179240759156736,0,0,11,1105179240759156736
3879,@VerbalKent2104 I STILL AINT GET BEDAFFI BACK FOR THAT YET!!!!  BUT THE TOP DOG IS ARSONALS QUEENZ FLIP BAR. THATS BACK WHEN I WASNT FULLY A HOST YET LMAO.. ARS MY NIGGA ALWAYS! NIGGAS SET ME UP!,VerbalKent2104,ItsARP,https://twitter.com/statuses/1105467972364222465,0,0,1,1105467972364222465
3880,"@MizSugah @CI Black man who quick to blurt out black on black crime, I'm glad that host set his mindless ass straight when he blurted that out..",MizSugah,koolsone,https://twitter.com/statuses/1100983435903016961,1,0,0,1100983435903016961
3881,@tex6rs @census_sacred @articsyt_ holy shit this nigga is so ugly,tex6rs,luvchants,https://twitter.com/statuses/1100082045504630784,1,0,1,1100082045504630784
3882,"@DuncanCastles It took til 8 o clock to tweet about city, you're slacking you bald twat. Have a shit day dunc, hope the wind blows a tree over on your car whilst your in it",DuncanCastles,Spanishdave4,https://twitter.com/statuses/1105393485790806017,1,1,10,1105393485790806017
3883,@LARRAYXO Bitch ur at playlist,LARRAYXO,ualondrau,https://twitter.com/statuses/1101935089036931072,1,1,11,1101935089036931072
3884,@gemmalmx What a twat,gemmalmx,snoobzie,https://twitter.com/statuses/1099947020310245376,1,0,10,1099947020310245376
3885,@amvrciel I THINK THE FUCK NOT,amvrciel,kmbucao,https://twitter.com/statuses/1101364077341765632,0,0,11,1101364077341765632
3886,@wavegodsix Nigga why are you not wifed up yet lmao????😭😭💕😩😩😩😍,wavegodsix,HannahSykes420,https://twitter.com/statuses/1105583790842306560,0,0,10,1105583790842306560
3887,@Valeloyal @GorjusGeorge5 He saved the savable penalty you berk. It was that fraud Jorginho and Luiz that missed. What kind of cunt are you?,Valeloyal,LondonRaider,https://twitter.com/statuses/1099768447867805699,1,1,1,1099768447867805699
3888,@ThicJohnson I want to lick the older woman’s pussy when you are finished with her,ThicJohnson,MJ_WWEFAN4LIFE,https://twitter.com/statuses/1095390360434552833,1,1,0,1095390360434552833
3889,@JayTooGreedY That nigga doing the orange justice,JayTooGreedY,SlitWristSleezy,https://twitter.com/statuses/1105178606580391936,0,0,11,1105178606580391936
3890,@anu141 @FaezaDawood @Natsecjeff @schaheid @safi_wajahat @VicShah1 https://t.co/IeflZnEnpq.  Seriously you call this misadventure? Watch this video . Pak Army caught pants down admitting Air Strikes killed over 200 Jihadis. Also goes on to prove Pak Army is Jihadi army . Not to mention Reuters still not allowed to go to the site,anu141,rohangolsalvis,https://twitter.com/statuses/1105686376740212737,0,0,0,1105686376740212737
3891,@InsidersABC @annabelcrabb I tried to get on a bus the other day after forgetting to pay. They threw my skinny ass off and slapped s fine on it. I doubt I’d even get to the gate at the airport!!! #cormannAffair #helloworldaffair #PaladinAffair #Auspol,InsidersABC,CMCyberknifecC,https://twitter.com/statuses/1099533314380128256,0,0,0,1099533314380128256
3892,@Basanti87505210 @AsaWinstanley @tom_watson @dearaunty Lol not Assad not Iran not issues not al quada etc etc etc shmock literally thick as shit,Basanti87505210,Daniell94272390,https://twitter.com/statuses/1101426960771833861,1,0,0,1101426960771833861
3893,"@michellemalkin I think some middle American tried but they can't achieve to be so low uneducated moron combine with violence, lies, racism and intolerance just like the left democrat people that probably clap like fat seal any retard comment of Bill ""the",michellemalkin,punk255,https://twitter.com/statuses/1099872224847253504,0,0,10,1099872224847253504
3894,"@LargeChurro @hennydemiks2 Cmon dawg, you can’t make us Cali niggas look bad by stanning that trash ass nigga",LargeChurro,isnt_j,https://twitter.com/statuses/1105634054395707392,1,0,0,1105634054395707392
3895,@KanYeezy Lil ass girls need to stop tryna be grown. They wanted to fuck with grown men and a grown man showed them what was up,KanYeezy,Jamalhtx,https://twitter.com/statuses/1100153995694362627,0,0,0,1100153995694362627
3896,@masonsanity Thug a nigger but yeah still a goat 🐐,masonsanity,killasauce_,https://twitter.com/statuses/1105536035843301376,1,1,11,1105536035843301376
3897,"@pukingupmoths That’s what I’m saying tho. I will never let these weird ass LA scene people ruin LA for me. There’s a lot of art and history and architecture and other cool stuff here, but everyone here is most definitely more concerned with image and soc",pukingupmoths,flexicoshawdy,https://twitter.com/statuses/1097729729161945088,1,0,11,1097729729161945088
3898,@_jamiesykes Ohh he will big black Leroy will of had a few goes by now mate.... he’ll be picking up soap that cunt,_jamiesykes,RyRy_alexander,https://twitter.com/statuses/1105605875438366721,1,0,11,1105605875438366721
3899,"@ivantoney24 @theposhofficial Aye you cost me over £500 you knacker, thanks for that 👍👊",ivantoney24,rannazman,https://twitter.com/statuses/1099823867449827328,0,0,10,1099823867449827328
3900,@holdenconnelly1 Nigga what,holdenconnelly1,codylively27,https://twitter.com/statuses/1105224546351759366,1,1,1,1105224546351759366
3901,@alittlefemme @ManyVids @ohboybibs I like you using the dildo at the end!,alittlefemme,disciplinesys,https://twitter.com/statuses/1100061128447664133,1,1,10,1100061128447664133
3902,@1tsmh @ExoticDes Nigga that was thug? What you talkin bout,1tsmh,Maroon_Mudkip,https://twitter.com/statuses/1105670650033778688,1,1,0,1105670650033778688
3903,@fitbafan @MisterSpleen68 @Lordmuca @theRedByte @IanByrne11 @Rory_Tealeaf @AMurphyValinor I'd have given anything to see him play for us.,fitbafan,murphyslawcork,https://twitter.com/statuses/1099987469758619648,0,0,11,1099987469758619648
3904,@Miss_Vexx Mine too if i were on my knees and suck your Beautiful Cock!,Miss_Vexx,shortdick84,https://twitter.com/statuses/1099933193720004608,1,1,10,1099933193720004608
3905,@Honchoooo nigga fuck you for retweeting this shit on my timeline,Honchoooo,amg_richado,https://twitter.com/statuses/1105175819478069248,1,1,11,1105175819478069248
3906,"@random06062018 @gHOEldenpussy You fucking her pussy while you sucking my dick, wdyt?",random06062018,LALAkalikutero,https://twitter.com/statuses/1100811191104860160,1,1,1,1100811191104860160
3907,@kjeIIcunt @septicunt LEG PENIS WHATMJGFDS,kjeIIcunt,Felix_Pewds64,https://twitter.com/statuses/1094792192860790785,1,0,11,1094792192860790785
3908,@bIeachbaths Let’s get this pipe hot shit I know both men are fine CHOO CHOO.,bIeachbaths,scbrinac,https://twitter.com/statuses/1101650246449446917,0,0,11,1101650246449446917
3909,@_dOmoDaPLuG @Beyontaee Yea if he didn’t say nigga I ain’t gone lie lil bra raw he got me weak as fuck,_dOmoDaPLuG,ProjectPoppa65,https://twitter.com/statuses/1099878155039301632,0,0,11,1099878155039301632
3910,"@TheJuanWilliams Good morning little Panamanian PISS ant, how is your butt buddy oblowma this morning?",TheJuanWilliams,m60guner,https://twitter.com/statuses/1101099082251202566,1,1,0,1101099082251202566
3911,@loveujaejae what the fuck,loveujaejae,xuxishair,https://twitter.com/statuses/1097662769585885184,0,0,11,1097662769585885184
3912,@oab999 @RyanPrazynski @cdineenaco @AOC And the immense majority of poor pro are gonna take the rich's shit by force using sheer numbers,oab999,mikolowiska2,https://twitter.com/statuses/1099362819613646850,1,0,0,1099362819613646850
3913,@SpyroTheDragonn &gt; Rape,SpyroTheDragonn,Starlight45Oreo,https://twitter.com/statuses/1100648855735959552,1,0,10,1100648855735959552
3914,@BIGSTUNNA4x THE HOTTEST YOUNG NIGGA OUT ‼️4️⃣🙅🏾‍♂️,BIGSTUNNA4x,JittSlutty,https://twitter.com/statuses/1101520091743768578,1,1,10,1101520091743768578
3915,@killbyundrscore dr. jart cicapair tiger grass cream.. it has saved my skin from harsh ass MI/MN winter weather,killbyundrscore,remarschel,https://twitter.com/statuses/1101538693200916481,0,0,10,1101538693200916481
3916,@iVaughnMack Lol nigga please,iVaughnMack,PinkReefa,https://twitter.com/statuses/1099726778535477250,0,0,1,1099726778535477250
3917,@Fat_boiRyan Mah nigga https://t.co/Ji3qm1roiw,Fat_boiRyan,Desmond_Mfd726,https://twitter.com/statuses/1099981394497994752,0,0,1,1099981394497994752
3918,@cholulo_914 what rap career nigga stfu,cholulo_914,spanishmamii06,https://twitter.com/statuses/1105282803174912000,1,1,1,1105282803174912000
3919,@pistolpete_99 @McKelveyMitch @davielleeee @Hzrris Bron a beast but this west gonna show him something we been telling y’all ass for years... I’m hoping he make the playoffs,pistolpete_99,BGECO1,https://twitter.com/statuses/1100033094080434177,1,1,0,1100033094080434177
3920,@KaneLacey fire the cunt up wickid tune,KaneLacey,envisionOW,https://twitter.com/statuses/1105279975849107456,1,0,10,1105279975849107456
3921,"@whutthefuhalex bruh I hate when ppl say that crap, nigga if I wanna dress my kid is all designer why u so worried that ain’t your kid fam",whutthefuhalex,s__upscale,https://twitter.com/statuses/1105178257643786241,0,0,11,1105178257643786241
3922,@CryptoGod_ @MarkDice You're gonna get me in trouble bro 😂 don't @ me with this shit lmao,CryptoGod_,CD12_,https://twitter.com/statuses/1095099527298568192,0,0,11,1095099527298568192
3923,@sid_lambert Cheers Sam. Twat.,sid_lambert,powello_steveo,https://twitter.com/statuses/1105484397111844864,1,0,10,1105484397111844864
3924,"@nasescobar316 @tariqnasheed @JackPosobiec Bullshit. Seems like you hold the deaths of those soldiers to be awfully cheap, You’ve never been a slave and I’ve never owned one. I don’t give a fuck about what you or my ancestors did. Stop whining, get a job and keep your hand out of my pocket!",nasescobar316,jbinminot,https://twitter.com/statuses/1100581088949403648,1,1,0,1100581088949403648
3925,@BTWitsK Your guys Sex is wack then tbh,BTWitsK,ZuiZara,https://twitter.com/statuses/1101708355289067520,1,1,0,1101708355289067520
3926,@GladysB just another reminder that everyone thinks you're a gigantic cunt https://t.co/odZCRURD53,GladysB,church_of_lambo,https://twitter.com/statuses/1099945943426691072,1,1,0,1099945943426691072
3927,@melodyyangelica Yep! I wish I had kept proof of my ex admitting to hitting me. I regret deleting the screenshots. Keep that shit backed up and saved 😂,melodyyangelica,_lozzipops,https://twitter.com/statuses/1095688689257271297,0,0,11,1095688689257271297
3928,@KenyonMartinSr you a bitch,KenyonMartinSr,thebobbyeubanks,https://twitter.com/statuses/1099538264409534465,1,1,0,1099538264409534465
3929,@UN_Women Movies are not a public service. Twat.,UN_Women,Erik_Bakke_,https://twitter.com/statuses/1099823221342380032,1,1,0,1099823221342380032
3930,"@queen_tatyana15 Girl, I eat just to lay down 🤣 that nigga in me always gon be there",queen_tatyana15,CherylDenise12,https://twitter.com/statuses/1100062220392775682,0,0,11,1100062220392775682
3931,"@DavidWanjiru @MuruliNathaniel Just like you I also thought songs of songs was about sex, turns out its not. you have to unlearn in order to learn, and don't defend naivety for the sake of winning an argument.",DavidWanjiru,mwaura_wainaina,https://twitter.com/statuses/1094908908001550338,1,0,0,1094908908001550338
3932,@Low_Key_Themes_ dont worry u never tweet wild shit lol also check discord,Low_Key_Themes_,chevypluto,https://twitter.com/statuses/1101691152795910149,0,0,11,1101691152795910149
3933,@T_Harv34 Straight bangers nigga lol,T_Harv34,famouusbound,https://twitter.com/statuses/1105178689292128263,0,0,11,1105178689292128263
3934,@chaepila Fuck off,chaepila,ShanigaramVams2,https://twitter.com/statuses/1100710877806833664,1,1,0,1100710877806833664
3935,@tgsmoove My mfn nigga🔥‼️,tgsmoove,seanaquilmoe,https://twitter.com/statuses/1099865264219475968,0,0,11,1099865264219475968
3936,@bigdicktone69 Damn that ass!!!,bigdicktone69,DLPowerTopPapi,https://twitter.com/statuses/1101958074703773696,1,0,1,1101958074703773696
3937,@AntsTweets_ This one black nigga lol,AntsTweets_,OldSchool92_,https://twitter.com/statuses/1100108809958248449,0,0,11,1100108809958248449
3938,@jmbartomeu @FCBarcelona You can suck my dick,jmbartomeu,ProphecyDX,https://twitter.com/statuses/1096407887864389632,1,1,0,1096407887864389632
3939,"@Ayling11 @FulhamNiceGuys Completely pointless. We were shit with Slav, and we were shit with Clownio. It was pointless bringing the flag out.",Ayling11,DansHorizon,https://twitter.com/statuses/1101418125109747712,0,0,0,1101418125109747712
3940,"@Timrasmussen7 @ScrappyNoot1 People are irrationally afraid of saying they don't know something. I think it's ridiculous and silly. If you don't know something, just say you don't know. There is no shame in that. Don't just make some shit up.",Timrasmussen7,angerspreadthin,https://twitter.com/statuses/1101939694621855745,0,0,1,1101939694621855745
3941,@HoodWhoreChevy Nigga tripping lol,HoodWhoreChevy,_CooAssMeechie,https://twitter.com/statuses/1099794533225807872,0,0,1,1099794533225807872
3942,@Flyguymel__ Chris what?  Going full Myers and taking my ass to Cuba!,Flyguymel__,bigbellyknick,https://twitter.com/statuses/1100811132556795904,0,0,0,1100811132556795904
3943,"@_DiscreteView Dates nigga, ya’ll birthdays are the same month 🙄",_DiscreteView,baddiequay,https://twitter.com/statuses/1105179106055020544,0,0,11,1105179106055020544
3944,@republic We will work in the democracy till the last breath of our last cadre in India. We don’t need your so called polling result to assess our organisation. We don’t give a damn! Fuck off Sangi Republic!,republic,riyasmoopans,https://twitter.com/statuses/1095395024165093377,1,0,0,1095395024165093377
3945,@lilpump Nigga stfu,lilpump,mezexs,https://twitter.com/statuses/1105365301162659840,1,1,10,1105365301162659840
3946,@WayneDupreeShow @BradbuCraig How did this America hater get into congress . We are being played by Muslims. Our private property laws allowed forty plus jihadi training camps across the USA. They train to kill us and they will.,WayneDupreeShow,RJC444NOMOREWAR,https://twitter.com/statuses/1105242711529938944,1,0,10,1105242711529938944
3947,@MexBaller20 I’m playing nigga 😂😂😂😂,MexBaller20,perezc2479,https://twitter.com/statuses/1105179577146474496,0,0,11,1105179577146474496
3948,@raw_shotz Nigga i saw 0 😭,raw_shotz,MaccMcCray,https://twitter.com/statuses/1105177446545010690,0,0,11,1105177446545010690
3949,@ba_ZING_XBL @DrLupo I know right? I simply shoot this one guy (mind you I’m on console) and he does fucking 90s and shit and double ramp floor walls to me!,ba_ZING_XBL,SpahStudios,https://twitter.com/statuses/1101327566340800515,0,0,0,1101327566340800515
3950,@eroticjeonjk KEEP YOUR DICK IN YOUR PANTS,eroticjeonjk,sluttypjm_,https://twitter.com/statuses/1094787924242063363,1,1,11,1094787924242063363
3951,"@suzann_art if it makes you feel better, i've heard from a professional comic book artist that when he does the initial sketches he always draws the characters naked &amp; makes someone else draw the clothes (i think this was an x-men or gambit artist bc ",suzann_art,rotcorpseflesh,https://twitter.com/statuses/1095081587203600386,0,0,10,1095081587203600386
3952,"@SammichSweety @MrValance @notkearsten @ElRariachi @Lordshahram007 @MetokurFembot @Goddosupido You clearly don't know how friendship works, then. If some bitch was talking shit about me, and my friends were laughing about me, WITH HER, behind my back, i'd",SammichSweety,LordChippydip,https://twitter.com/statuses/1101149656208293888,1,0,0,1101149656208293888
3953,"@HaruTheDonut Yeah I totally agree! I like how the recent Princesses like Venelope, Merida, and Moana don't have love interests and are their own individual person who kick ass haha. We'll see I guess!",HaruTheDonut,aitaikimochii,https://twitter.com/statuses/1095697426193629184,0,0,1,1095697426193629184
3954,@BleacherReport bitch @ian_cirujales,BleacherReport,freddtajuna,https://twitter.com/statuses/1101038615667269632,1,1,10,1101038615667269632
3955,@chambiegrants i feel bad for jojo too like she’s 15 i get that she doesn’t meet standards but holy fuck the amount of hate she receives. like ppl trash the video only cause jojo’s in it,chambiegrants,chambiebae,https://twitter.com/statuses/1100992619725746178,0,0,11,1100992619725746178
3956,@voopworld4 @_dmoore18 Nigga I exit when I want too tf.,voopworld4,Chandiceeexoxo,https://twitter.com/statuses/1105177966961664000,0,0,11,1105177966961664000
3957,"@jaylew52 Lol I’m fucked up out here Lew 😂😂🤣🤣 I thought maybe I was just mean, not really giving chances. Na. 😂😂 I must wear nigga repellant or something 😭",jaylew52,_CourtenayLovee,https://twitter.com/statuses/1105572526648975361,0,0,11,1105572526648975361
3958,@easymoneydre Nigga ruined my career 😂,easymoneydre,Dylonn00,https://twitter.com/statuses/1105179215773741058,0,0,11,1105179215773741058
3959,@_VenusAdept @IsaacFromGS ah fuck it's another time parodox,_VenusAdept,SpikeyPichuSSBU,https://twitter.com/statuses/1094771406368206849,0,0,1,1094771406368206849
3960,@A6EDJ @naththomasjones Remember that twat Hopkins in the middle?,A6EDJ,JustinWulf1977,https://twitter.com/statuses/1099779376185569283,1,0,11,1099779376185569283
3961,@Truiz_24 Lmao whyd he say nigga? Cringe,Truiz_24,senor_adams,https://twitter.com/statuses/1105175526841303040,0,0,11,1105175526841303040
3962,@Xaygula mane cuh😂😂,Xaygula,Iamjwinta,https://twitter.com/statuses/1105176848340639744,0,0,11,1105176848340639744
3963,@ABC He didn’t name you - twat waffle.,ABC,sunnymatteson,https://twitter.com/statuses/1100239183426121729,1,1,0,1100239183426121729
3964,@EmoFromAu come play dickhead theres not a single lobby i dont top everyone leaves cause they know ill fuck them,EmoFromAu,J0KRRR,https://twitter.com/statuses/1100666359015297024,1,1,0,1100666359015297024
3965,@lilbulli1031 Fuck Sharia law.. try pushing that shit on me...you'll get knocked the fuck out!!!,lilbulli1031,TinaDeplorable,https://twitter.com/statuses/1095130587181076482,1,1,1,1095130587181076482
3966,@BBCMOTD Absolute little cunt. If that was on football manager I’d aggressive everything and two week wage fine the little wanker 24/7,BBCMOTD,shed1409,https://twitter.com/statuses/1099755178885083136,1,0,10,1099755178885083136
3967,"@Nathorix @tiffsstuff @CorlHorl @CorlHorl  You motherfucking cunt. You are making a girl think you are the fucking victim because you said Cringe :/ to them and now leaving youtube? You are an honest to god bitch, you are emotionally manipulating a girl w",Nathorix,FaintBoii,https://twitter.com/statuses/1099861461386620930,1,1,10,1099861461386620930
3968,@LetsfixthisNZ @Andluver @nealejones I like the way the facts always make @simonjbridges look like an arrogant self-serving twat,LetsfixthisNZ,PublicationsPro,https://twitter.com/statuses/1099752180225961984,1,0,11,1099752180225961984
3969,"@crzyboy190 ""Boo arc Gohan was the coolest.""  Also Gohan only 3 episodes after calling his opponent a retard: https://t.co/EzvYUOW8CM",crzyboy190,lslonelyshadow,https://twitter.com/statuses/1099894665346801664,0,0,1,1099894665346801664
3970,"@Sluttyyty Nigga that was before I became a isolated and antisocial Hugo , back than I was NBA young boy outside 😂😂💯 and fool what you said was false",Sluttyyty,iHugojuno,https://twitter.com/statuses/1105279440513392641,0,0,11,1105279440513392641
3971,@rkinney2011 Lol your funny fuck you bitch ass cunt. Still cant meet me be ause your a scared ass bitch,rkinney2011,Scroller24,https://twitter.com/statuses/1105252070926573568,1,1,1,1105252070926573568
3972,@ayylmaotv First rule on my server is don't be a cunt,ayylmaotv,TerryDoice,https://twitter.com/statuses/1099945362188627968,0,0,11,1099945362188627968
3973,@comedyfilmguy Then You wouldn’t have trolled me so that I could tell you to fuck off.,comedyfilmguy,GiantsOfMedia,https://twitter.com/statuses/1101944454682939393,1,1,0,1101944454682939393
3974,@SeVyanHarDen @ninacherry_ I wish is was my ass,SeVyanHarDen,Curious1G,https://twitter.com/statuses/1101844293814235137,1,1,10,1101844293814235137
3975,@achillesheels_ Twat 😂,achillesheels_,SophieMacura,https://twitter.com/statuses/1105264794872045568,0,0,11,1105264794872045568
3976,@Brevinwalker69 Couldn’t pay me to fight that nigga,Brevinwalker69,A_AronBlockaye,https://twitter.com/statuses/1105320938403389440,1,0,1,1105320938403389440
3977,@JeSuisMohmad @Ayman_hss A nigga is just sticking to life so bad https://t.co/7jdJaTNXH7,JeSuisMohmad,1Raizone,https://twitter.com/statuses/1105179226548981760,0,0,11,1105179226548981760
3978,@cosmicbun Not even dude shit happens to me a lot 😩,cosmicbun,rialekumami,https://twitter.com/statuses/1095404004870283264,0,0,11,1095404004870283264
3979,@KobeDaddE Facts bro the best summer I had listening to this nigga ctfu I was glo gang for years 🤣🤣🤣,KobeDaddE,CarlnishaLeola,https://twitter.com/statuses/1105526598105743365,0,0,11,1105526598105743365
3980,"@GhostPanther I am Dick Cheney's ""The Cat"" owner. He is happy ! https://t.co/VU6s9187ze",GhostPanther,BuschnerArlys,https://twitter.com/statuses/1101650287088029702,0,0,10,1101650287088029702
3981,@ImCoCoCHANEL A nigga wouldn’t go bak 😂😂,ImCoCoCHANEL,santana1000_,https://twitter.com/statuses/1105550344262729734,0,0,11,1105550344262729734
3982,@deanna_reneeee @kaaaymari I don’t want that nigga 🤣 #fuckjermainehoe,deanna_reneeee,lexijrosee,https://twitter.com/statuses/1105561792858644481,0,0,11,1105561792858644481
3983,@yummylo Like nigga what? If a female is still talking to a nigga for six months without a title he better have had to wait 90 days before he could hit.,yummylo,richa_wesley,https://twitter.com/statuses/1105386354052136960,0,0,11,1105386354052136960
3984,"@thawani_soniya @Aryavrta @PMOIndia @rashtrapatibhvn @BJP4India @AmitShah @rajnathsingh @myogiadityanath @CMOGuj @vijayrupanibjp @airnewsalerts @Ruchibajaj4 False Rape Cases are  increasing day by day, weather it's patriotic Saints like #NarayanSai Ji &am",thawani_soniya,Manas_Hari,https://twitter.com/statuses/1101876138060570624,0,0,0,1101876138060570624
3985,@AOC You are a cunt if you want socialist government go to Venezuela,AOC,billyboyinmd,https://twitter.com/statuses/1100201978737688577,1,1,0,1100201978737688577
3986,@Oblevee Just too much work I guess. They had a lot of shit to make for this game. Tbh I still think opening looks great. This is just a bad frame that you won't notice when it actually plays :P,Oblevee,xenosaga7,https://twitter.com/statuses/1094868932165390336,0,0,1,1094868932165390336
3987,"@_djexecution tf her and caresha do the sameeee shit . Miami perform and be with her nigga , Ari host and be with her nigga . how she a slut ? 🤔 cause she moved tf on ?? like what lol C.G got a whole song about taking somebody nigga, knowing them we know",_djexecution,s_walker5,https://twitter.com/statuses/1100129273065758722,0,0,11,1100129273065758722
3988,@VikingSlaveGirl John Lennon was a cunt for many reasons.   One was; he talked about equality but had a room in his house set to the optimum temperature to keep his fur coats in good condition.  Wrong on so many levels,VikingSlaveGirl,YorkshireBird_,https://twitter.com/statuses/1099768922134511617,1,0,11,1099768922134511617
3989,@zamandelu 😂😂 useless nigga that one. I'll double the performance for a lady ongondlayo😂😂,zamandelu,Mduduzi7M,https://twitter.com/statuses/1105472210918100993,1,0,11,1105472210918100993
3990,@BinilSomasunda1 @ExpAnubhav @PMOIndia @rashtrapatibhvn @PrernakumariAdv @TheLaxmiS @TDasKumar #Recuse #Resign #judgechandrachoothiya #SaveSabarimalaTradition  Sabarimala is neither a five star hotel club nor a pedophile rape den called church and Vaticn,BinilSomasunda1,Patriotofbharat,https://twitter.com/statuses/1095299784619974658,1,1,0,1095299784619974658
3991,@DavidJenningsRP Typical media backing the indefensible with Walsh. All he had to do was pop the last bit oh no if drives it into the hurdle asking for a massive leap completely unnecessary and fucks it up. Don’t worry ruby the media will still wank ya off ya Cunt,DavidJenningsRP,andcam8,https://twitter.com/statuses/1105533932735549441,1,0,10,1105533932735549441
3992,@faisalislam @literallylucy1 You vile twat ......the worst journalist in the UK with out a doubt,faisalislam,btdavies61,https://twitter.com/statuses/1099794207357788160,1,1,0,1099794207357788160
3993,@NationMostXlnt She went full retard. https://t.co/gFd0e3wvhm,NationMostXlnt,JenniferCaseCO,https://twitter.com/statuses/1105297194951811072,1,0,11,1105297194951811072
3994,@Classify Nigga,Classify,d2chilicookoff,https://twitter.com/statuses/1105238584712409089,1,1,10,1105238584712409089
3995,@frank_tsg2 i gotta show my cock to an old guy tomorrow,frank_tsg2,SmokinglsSad,https://twitter.com/statuses/1100261258316693505,1,0,1,1100261258316693505
3996,@TheSun Cunt,TheSun,rogdadodge123,https://twitter.com/statuses/1099790738269921281,1,1,10,1099790738269921281
3997,@JoeBudden you a bitch!,JoeBudden,kingandresss,https://twitter.com/statuses/1100483483732869120,1,1,0,1100483483732869120
3998,@OozaruHuncho Piccolo is 100% a nigga,OozaruHuncho,muhku9669,https://twitter.com/statuses/1099745083031777281,1,0,10,1099745083031777281
3999,@GustavoAInfante nigga what,GustavoAInfante,_jonathans68,https://twitter.com/statuses/1100083116000010240,1,1,1,1100083116000010240
4000,@_kingtrashy I’ll be damned if I let ANY nigga make me look a fool. That’s dead,_kingtrashy,tonni_alysse,https://twitter.com/statuses/1099755376470298624,1,0,0,1099755376470298624
4001,@VictorialombaTV Perfect ass.  Wow,VictorialombaTV,ramyou79,https://twitter.com/statuses/1101483392372273153,0,0,0,1101483392372273153
4002,@yao_sui that’s how i was remember lol,yao_sui,ThisGuyIsFunny0,https://twitter.com/statuses/1105215645929693186,0,0,11,1105215645929693186
4003,"@sammyscotland12 I hate woodpeckers me, i swear one was calling me a paranoid twat in morse code once",sammyscotland12,JohnpaulMurray8,https://twitter.com/statuses/1099740476754853888,1,0,10,1099740476754853888
